Entity,Code,Date,Total confirmed deaths (deaths),Days since the 5th total confirmed death
Denmark,DNK,"Feb 23, 2020",0,
Denmark,DNK,"Feb 24, 2020",0,
Denmark,DNK,"Feb 25, 2020",0,
Denmark,DNK,"Feb 26, 2020",0,
Denmark,DNK,"Feb 27, 2020",0,
Denmark,DNK,"Feb 28, 2020",0,
Denmark,DNK,"Feb 29, 2020",0,
Denmark,DNK,"Mar 1, 2020",0,
Denmark,DNK,"Mar 2, 2020",0,
Denmark,DNK,"Mar 3, 2020",0,
Denmark,DNK,"Mar 4, 2020",0,
Denmark,DNK,"Mar 5, 2020",0,
Denmark,DNK,"Mar 6, 2020",0,
Denmark,DNK,"Mar 7, 2020",0,
Denmark,DNK,"Mar 8, 2020",0,
Denmark,DNK,"Mar 9, 2020",0,
Denmark,DNK,"Mar 10, 2020",0,
Denmark,DNK,"Mar 11, 2020",0,
Denmark,DNK,"Mar 12, 2020",0,
Denmark,DNK,"Mar 13, 2020",0,
Denmark,DNK,"Mar 14, 2020",0,
Denmark,DNK,"Mar 15, 2020",0,
Denmark,DNK,"Mar 16, 2020",1,
Denmark,DNK,"Mar 17, 2020",1,
Denmark,DNK,"Mar 18, 2020",4,
Denmark,DNK,"Mar 19, 2020",4,
Denmark,DNK,"Mar 20, 2020",6,0
Denmark,DNK,"Mar 21, 2020",9,1
Denmark,DNK,"Mar 22, 2020",13,2
Denmark,DNK,"Mar 23, 2020",13,3
Denmark,DNK,"Mar 24, 2020",24,4
Denmark,DNK,"Mar 25, 2020",32,5
Denmark,DNK,"Mar 26, 2020",34,6
Denmark,DNK,"Mar 27, 2020",41,7
Denmark,DNK,"Mar 28, 2020",52,8
Denmark,DNK,"Mar 29, 2020",65,9
Denmark,DNK,"Mar 30, 2020",72,10
Denmark,DNK,"Mar 31, 2020",77,11
Denmark,DNK,"Apr 1, 2020",90,12
Denmark,DNK,"Apr 2, 2020",104,13
Denmark,DNK,"Apr 3, 2020",123,14
Denmark,DNK,"Apr 4, 2020",139,15
Denmark,DNK,"Apr 5, 2020",161,16
Denmark,DNK,"Apr 6, 2020",179,17
Denmark,DNK,"Apr 7, 2020",187,18
Denmark,DNK,"Apr 8, 2020",203,19
Denmark,DNK,"Apr 9, 2020",218,20
Denmark,DNK,"Apr 10, 2020",237,21
Denmark,DNK,"Apr 11, 2020",247,22
Denmark,DNK,"Apr 12, 2020",260,23
Denmark,DNK,"Apr 13, 2020",273,24
Denmark,DNK,"Apr 14, 2020",285,25
Djibouti,DJI,"Mar 19, 2020",0,
Djibouti,DJI,"Mar 20, 2020",0,
Djibouti,DJI,"Mar 21, 2020",0,
Djibouti,DJI,"Mar 22, 2020",0,
Djibouti,DJI,"Mar 23, 2020",0,
Djibouti,DJI,"Mar 24, 2020",0,
Djibouti,DJI,"Mar 25, 2020",0,
Djibouti,DJI,"Mar 26, 2020",0,
Djibouti,DJI,"Mar 27, 2020",0,
Djibouti,DJI,"Mar 28, 2020",0,
Djibouti,DJI,"Mar 29, 2020",0,
Djibouti,DJI,"Mar 30, 2020",0,
Djibouti,DJI,"Mar 31, 2020",0,
Djibouti,DJI,"Apr 1, 2020",0,
Djibouti,DJI,"Apr 2, 2020",0,
Djibouti,DJI,"Apr 3, 2020",0,
Djibouti,DJI,"Apr 4, 2020",0,
Djibouti,DJI,"Apr 5, 2020",0,
Djibouti,DJI,"Apr 6, 2020",0,
Djibouti,DJI,"Apr 7, 2020",0,
Djibouti,DJI,"Apr 8, 2020",0,
Djibouti,DJI,"Apr 9, 2020",0,
Djibouti,DJI,"Apr 10, 2020",1,
Djibouti,DJI,"Apr 11, 2020",1,
Djibouti,DJI,"Apr 12, 2020",2,
Djibouti,DJI,"Apr 13, 2020",2,
Djibouti,DJI,"Apr 14, 2020",2,
Dominica,DMA,"Mar 23, 2020",0,
Dominica,DMA,"Mar 24, 2020",0,
Dominica,DMA,"Mar 25, 2020",0,
Dominica,DMA,"Mar 26, 2020",0,
Dominica,DMA,"Mar 27, 2020",0,
Dominica,DMA,"Mar 28, 2020",0,
Dominica,DMA,"Mar 29, 2020",0,
Dominica,DMA,"Mar 30, 2020",0,
Dominica,DMA,"Mar 31, 2020",0,
Dominica,DMA,"Apr 1, 2020",0,
Dominica,DMA,"Apr 2, 2020",0,
Dominica,DMA,"Apr 3, 2020",0,
Dominica,DMA,"Apr 4, 2020",0,
Dominica,DMA,"Apr 5, 2020",0,
Dominica,DMA,"Apr 6, 2020",0,
Dominica,DMA,"Apr 7, 2020",0,
Dominica,DMA,"Apr 8, 2020",0,
Dominica,DMA,"Apr 9, 2020",0,
Dominica,DMA,"Apr 10, 2020",0,
Dominica,DMA,"Apr 11, 2020",0,
Dominica,DMA,"Apr 12, 2020",0,
Dominica,DMA,"Apr 13, 2020",0,
Dominica,DMA,"Apr 14, 2020",0,
Dominican Republic,DOM,"Dec 31, 2019",0,
Dominican Republic,DOM,"Jan 1, 2020",0,
Dominican Republic,DOM,"Jan 2, 2020",0,
Dominican Republic,DOM,"Jan 3, 2020",0,
Dominican Republic,DOM,"Jan 4, 2020",0,
Dominican Republic,DOM,"Jan 5, 2020",0,
Dominican Republic,DOM,"Jan 6, 2020",0,
Dominican Republic,DOM,"Jan 7, 2020",0,
Dominican Republic,DOM,"Jan 8, 2020",0,
Dominican Republic,DOM,"Jan 9, 2020",0,
Dominican Republic,DOM,"Jan 10, 2020",0,
Dominican Republic,DOM,"Jan 11, 2020",0,
Dominican Republic,DOM,"Jan 12, 2020",0,
Dominican Republic,DOM,"Jan 13, 2020",0,
Dominican Republic,DOM,"Jan 14, 2020",0,
Dominican Republic,DOM,"Jan 15, 2020",0,
Dominican Republic,DOM,"Jan 16, 2020",0,
Dominican Republic,DOM,"Jan 17, 2020",0,
Dominican Republic,DOM,"Jan 18, 2020",0,
Dominican Republic,DOM,"Jan 19, 2020",0,
Dominican Republic,DOM,"Jan 20, 2020",0,
Dominican Republic,DOM,"Jan 21, 2020",0,
Dominican Republic,DOM,"Jan 22, 2020",0,
Dominican Republic,DOM,"Jan 23, 2020",0,
Dominican Republic,DOM,"Jan 24, 2020",0,
Dominican Republic,DOM,"Jan 25, 2020",0,
Dominican Republic,DOM,"Jan 26, 2020",0,
Dominican Republic,DOM,"Jan 27, 2020",0,
Dominican Republic,DOM,"Jan 28, 2020",0,
Dominican Republic,DOM,"Jan 29, 2020",0,
Dominican Republic,DOM,"Jan 30, 2020",0,
Dominican Republic,DOM,"Jan 31, 2020",0,
Dominican Republic,DOM,"Feb 1, 2020",0,
Dominican Republic,DOM,"Feb 2, 2020",0,
Dominican Republic,DOM,"Feb 3, 2020",0,
Dominican Republic,DOM,"Feb 4, 2020",0,
Dominican Republic,DOM,"Feb 5, 2020",0,
Dominican Republic,DOM,"Feb 6, 2020",0,
Dominican Republic,DOM,"Feb 7, 2020",0,
Dominican Republic,DOM,"Feb 8, 2020",0,
Dominican Republic,DOM,"Feb 9, 2020",0,
Dominican Republic,DOM,"Feb 10, 2020",0,
Dominican Republic,DOM,"Feb 11, 2020",0,
Dominican Republic,DOM,"Feb 12, 2020",0,
Dominican Republic,DOM,"Feb 13, 2020",0,
Dominican Republic,DOM,"Feb 14, 2020",0,
Dominican Republic,DOM,"Feb 15, 2020",0,
Dominican Republic,DOM,"Feb 16, 2020",0,
Dominican Republic,DOM,"Feb 17, 2020",0,
Dominican Republic,DOM,"Feb 18, 2020",0,
Dominican Republic,DOM,"Feb 19, 2020",0,
Dominican Republic,DOM,"Feb 20, 2020",0,
Dominican Republic,DOM,"Feb 21, 2020",0,
Dominican Republic,DOM,"Feb 22, 2020",0,
Dominican Republic,DOM,"Feb 23, 2020",0,
Dominican Republic,DOM,"Feb 24, 2020",0,
Dominican Republic,DOM,"Feb 25, 2020",0,
Dominican Republic,DOM,"Feb 26, 2020",0,
Dominican Republic,DOM,"Feb 27, 2020",0,
Dominican Republic,DOM,"Feb 28, 2020",0,
Dominican Republic,DOM,"Feb 29, 2020",0,
Dominican Republic,DOM,"Mar 1, 2020",0,
Dominican Republic,DOM,"Mar 2, 2020",0,
Dominican Republic,DOM,"Mar 7, 2020",0,
Dominican Republic,DOM,"Mar 10, 2020",0,
Dominican Republic,DOM,"Mar 14, 2020",0,
Dominican Republic,DOM,"Mar 15, 2020",0,
Dominican Republic,DOM,"Mar 16, 2020",0,
Dominican Republic,DOM,"Mar 17, 2020",0,
Dominican Republic,DOM,"Mar 18, 2020",0,
Dominican Republic,DOM,"Mar 19, 2020",0,
Dominican Republic,DOM,"Mar 20, 2020",0,
Dominican Republic,DOM,"Mar 21, 2020",2,
Dominican Republic,DOM,"Mar 22, 2020",3,
Dominican Republic,DOM,"Mar 23, 2020",3,
Dominican Republic,DOM,"Mar 24, 2020",3,
Dominican Republic,DOM,"Mar 25, 2020",6,0
Dominican Republic,DOM,"Mar 26, 2020",10,1
Dominican Republic,DOM,"Mar 27, 2020",10,2
Dominican Republic,DOM,"Mar 28, 2020",20,3
Dominican Republic,DOM,"Mar 29, 2020",28,4
Dominican Republic,DOM,"Mar 30, 2020",39,5
Dominican Republic,DOM,"Mar 31, 2020",42,6
Dominican Republic,DOM,"Apr 1, 2020",51,7
Dominican Republic,DOM,"Apr 2, 2020",57,8
Dominican Republic,DOM,"Apr 3, 2020",60,9
Dominican Republic,DOM,"Apr 4, 2020",68,10
Dominican Republic,DOM,"Apr 5, 2020",77,11
Dominican Republic,DOM,"Apr 6, 2020",82,12
Dominican Republic,DOM,"Apr 7, 2020",86,13
Dominican Republic,DOM,"Apr 8, 2020",98,14
Dominican Republic,DOM,"Apr 9, 2020",108,15
Dominican Republic,DOM,"Apr 10, 2020",118,16
Dominican Republic,DOM,"Apr 11, 2020",126,17
Dominican Republic,DOM,"Apr 12, 2020",135,18
Dominican Republic,DOM,"Apr 13, 2020",173,19
Dominican Republic,DOM,"Apr 14, 2020",177,20
Ecuador,ECU,"Dec 31, 2019",0,
Ecuador,ECU,"Jan 1, 2020",0,
Ecuador,ECU,"Jan 2, 2020",0,
Ecuador,ECU,"Jan 3, 2020",0,
Ecuador,ECU,"Jan 4, 2020",0,
Ecuador,ECU,"Jan 5, 2020",0,
Ecuador,ECU,"Jan 6, 2020",0,
Ecuador,ECU,"Jan 7, 2020",0,
Ecuador,ECU,"Jan 8, 2020",0,
Ecuador,ECU,"Jan 9, 2020",0,
Ecuador,ECU,"Jan 10, 2020",0,
Ecuador,ECU,"Jan 11, 2020",0,
Ecuador,ECU,"Jan 12, 2020",0,
Ecuador,ECU,"Jan 13, 2020",0,
Ecuador,ECU,"Jan 14, 2020",0,
Ecuador,ECU,"Jan 15, 2020",0,
Ecuador,ECU,"Jan 16, 2020",0,
Ecuador,ECU,"Jan 17, 2020",0,
Ecuador,ECU,"Jan 18, 2020",0,
Ecuador,ECU,"Jan 19, 2020",0,
Ecuador,ECU,"Jan 20, 2020",0,
Ecuador,ECU,"Jan 21, 2020",0,
Ecuador,ECU,"Jan 22, 2020",0,
Ecuador,ECU,"Jan 23, 2020",0,
Ecuador,ECU,"Jan 24, 2020",0,
Ecuador,ECU,"Jan 25, 2020",0,
Ecuador,ECU,"Jan 26, 2020",0,
Ecuador,ECU,"Jan 27, 2020",0,
Ecuador,ECU,"Jan 28, 2020",0,
Ecuador,ECU,"Jan 29, 2020",0,
Ecuador,ECU,"Jan 30, 2020",0,
Ecuador,ECU,"Jan 31, 2020",0,
Ecuador,ECU,"Feb 1, 2020",0,
Ecuador,ECU,"Feb 2, 2020",0,
Ecuador,ECU,"Feb 3, 2020",0,
Ecuador,ECU,"Feb 4, 2020",0,
Ecuador,ECU,"Feb 5, 2020",0,
Ecuador,ECU,"Feb 6, 2020",0,
Ecuador,ECU,"Feb 7, 2020",0,
Ecuador,ECU,"Feb 8, 2020",0,
Ecuador,ECU,"Feb 9, 2020",0,
Ecuador,ECU,"Feb 10, 2020",0,
Ecuador,ECU,"Feb 11, 2020",0,
Ecuador,ECU,"Feb 12, 2020",0,
Ecuador,ECU,"Feb 13, 2020",0,
Ecuador,ECU,"Feb 14, 2020",0,
Ecuador,ECU,"Feb 15, 2020",0,
Ecuador,ECU,"Feb 16, 2020",0,
Ecuador,ECU,"Feb 17, 2020",0,
Ecuador,ECU,"Feb 18, 2020",0,
Ecuador,ECU,"Feb 19, 2020",0,
Ecuador,ECU,"Feb 20, 2020",0,
Ecuador,ECU,"Feb 21, 2020",0,
Ecuador,ECU,"Feb 22, 2020",0,
Ecuador,ECU,"Feb 23, 2020",0,
Ecuador,ECU,"Feb 24, 2020",0,
Ecuador,ECU,"Feb 25, 2020",0,
Ecuador,ECU,"Feb 26, 2020",0,
Ecuador,ECU,"Feb 27, 2020",0,
Ecuador,ECU,"Feb 28, 2020",0,
Ecuador,ECU,"Feb 29, 2020",0,
Ecuador,ECU,"Mar 1, 2020",0,
Ecuador,ECU,"Mar 2, 2020",0,
Ecuador,ECU,"Mar 3, 2020",0,
Ecuador,ECU,"Mar 5, 2020",0,
Ecuador,ECU,"Mar 6, 2020",0,
Ecuador,ECU,"Mar 9, 2020",0,
Ecuador,ECU,"Mar 10, 2020",0,
Ecuador,ECU,"Mar 11, 2020",0,
Ecuador,ECU,"Mar 14, 2020",1,
Ecuador,ECU,"Mar 15, 2020",2,
Ecuador,ECU,"Mar 16, 2020",2,
Ecuador,ECU,"Mar 17, 2020",2,
Ecuador,ECU,"Mar 18, 2020",2,
Ecuador,ECU,"Mar 19, 2020",3,
Ecuador,ECU,"Mar 20, 2020",3,
Ecuador,ECU,"Mar 21, 2020",7,0
Ecuador,ECU,"Mar 22, 2020",7,1
Ecuador,ECU,"Mar 23, 2020",14,2
Ecuador,ECU,"Mar 24, 2020",18,3
Ecuador,ECU,"Mar 25, 2020",27,4
Ecuador,ECU,"Mar 26, 2020",29,5
Ecuador,ECU,"Mar 27, 2020",34,6
Ecuador,ECU,"Mar 28, 2020",41,7
Ecuador,ECU,"Mar 29, 2020",48,8
Ecuador,ECU,"Mar 30, 2020",58,9
Ecuador,ECU,"Mar 31, 2020",62,10
Ecuador,ECU,"Apr 1, 2020",79,11
Ecuador,ECU,"Apr 2, 2020",120,12
Ecuador,ECU,"Apr 3, 2020",120,13
Ecuador,ECU,"Apr 4, 2020",145,14
Ecuador,ECU,"Apr 5, 2020",172,15
Ecuador,ECU,"Apr 6, 2020",180,16
Ecuador,ECU,"Apr 7, 2020",191,17
Ecuador,ECU,"Apr 8, 2020",220,18
Ecuador,ECU,"Apr 9, 2020",242,19
Ecuador,ECU,"Apr 10, 2020",272,20
Ecuador,ECU,"Apr 11, 2020",297,21
Ecuador,ECU,"Apr 12, 2020",315,22
Ecuador,ECU,"Apr 13, 2020",333,23
Ecuador,ECU,"Apr 14, 2020",355,24
Egypt,EGY,"Dec 31, 2019",0,
Egypt,EGY,"Jan 1, 2020",0,
Egypt,EGY,"Jan 2, 2020",0,
Egypt,EGY,"Jan 3, 2020",0,
Egypt,EGY,"Jan 4, 2020",0,
Egypt,EGY,"Jan 5, 2020",0,
Egypt,EGY,"Jan 6, 2020",0,
Egypt,EGY,"Jan 7, 2020",0,
Egypt,EGY,"Jan 8, 2020",0,
Egypt,EGY,"Jan 9, 2020",0,
Egypt,EGY,"Jan 10, 2020",0,
Egypt,EGY,"Jan 11, 2020",0,
Egypt,EGY,"Jan 12, 2020",0,
Egypt,EGY,"Jan 13, 2020",0,
Egypt,EGY,"Jan 14, 2020",0,
Egypt,EGY,"Jan 15, 2020",0,
Egypt,EGY,"Jan 16, 2020",0,
Egypt,EGY,"Jan 17, 2020",0,
Egypt,EGY,"Jan 18, 2020",0,
Egypt,EGY,"Jan 19, 2020",0,
Egypt,EGY,"Jan 20, 2020",0,
Egypt,EGY,"Jan 21, 2020",0,
Egypt,EGY,"Jan 22, 2020",0,
Egypt,EGY,"Jan 23, 2020",0,
Egypt,EGY,"Jan 24, 2020",0,
Egypt,EGY,"Jan 25, 2020",0,
Egypt,EGY,"Jan 26, 2020",0,
Egypt,EGY,"Jan 27, 2020",0,
Egypt,EGY,"Jan 28, 2020",0,
Egypt,EGY,"Jan 29, 2020",0,
Egypt,EGY,"Jan 30, 2020",0,
Egypt,EGY,"Jan 31, 2020",0,
Egypt,EGY,"Feb 1, 2020",0,
Egypt,EGY,"Feb 2, 2020",0,
Egypt,EGY,"Feb 3, 2020",0,
Egypt,EGY,"Feb 4, 2020",0,
Egypt,EGY,"Feb 5, 2020",0,
Egypt,EGY,"Feb 6, 2020",0,
Egypt,EGY,"Feb 7, 2020",0,
Egypt,EGY,"Feb 8, 2020",0,
Egypt,EGY,"Feb 9, 2020",0,
Egypt,EGY,"Feb 10, 2020",0,
Egypt,EGY,"Feb 11, 2020",0,
Egypt,EGY,"Feb 12, 2020",0,
Egypt,EGY,"Feb 13, 2020",0,
Egypt,EGY,"Feb 14, 2020",0,
Egypt,EGY,"Feb 15, 2020",0,
Egypt,EGY,"Feb 16, 2020",0,
Egypt,EGY,"Feb 17, 2020",0,
Egypt,EGY,"Feb 18, 2020",0,
Egypt,EGY,"Feb 19, 2020",0,
Egypt,EGY,"Feb 20, 2020",0,
Egypt,EGY,"Feb 21, 2020",0,
Egypt,EGY,"Feb 22, 2020",0,
Egypt,EGY,"Feb 23, 2020",0,
Egypt,EGY,"Feb 24, 2020",0,
Egypt,EGY,"Feb 25, 2020",0,
Egypt,EGY,"Feb 26, 2020",0,
Egypt,EGY,"Feb 27, 2020",0,
Egypt,EGY,"Feb 28, 2020",0,
Egypt,EGY,"Feb 29, 2020",0,
Egypt,EGY,"Mar 1, 2020",0,
Egypt,EGY,"Mar 2, 2020",0,
Egypt,EGY,"Mar 6, 2020",0,
Egypt,EGY,"Mar 7, 2020",0,
Egypt,EGY,"Mar 9, 2020",1,
Egypt,EGY,"Mar 10, 2020",1,
Egypt,EGY,"Mar 11, 2020",1,
Egypt,EGY,"Mar 12, 2020",1,
Egypt,EGY,"Mar 13, 2020",2,
Egypt,EGY,"Mar 14, 2020",2,
Egypt,EGY,"Mar 15, 2020",2,
Egypt,EGY,"Mar 16, 2020",2,
Egypt,EGY,"Mar 17, 2020",2,
Egypt,EGY,"Mar 18, 2020",4,
Egypt,EGY,"Mar 19, 2020",6,0
Egypt,EGY,"Mar 20, 2020",6,1
Egypt,EGY,"Mar 21, 2020",7,2
Egypt,EGY,"Mar 22, 2020",8,3
Egypt,EGY,"Mar 23, 2020",10,4
Egypt,EGY,"Mar 24, 2020",14,5
Egypt,EGY,"Mar 25, 2020",19,6
Egypt,EGY,"Mar 26, 2020",21,7
Egypt,EGY,"Mar 27, 2020",21,8
Egypt,EGY,"Mar 28, 2020",24,9
Egypt,EGY,"Mar 29, 2020",30,10
Egypt,EGY,"Mar 30, 2020",36,11
Egypt,EGY,"Mar 31, 2020",40,12
Egypt,EGY,"Apr 1, 2020",41,13
Egypt,EGY,"Apr 2, 2020",46,14
Egypt,EGY,"Apr 3, 2020",52,15
Egypt,EGY,"Apr 4, 2020",52,16
Egypt,EGY,"Apr 5, 2020",66,17
Egypt,EGY,"Apr 6, 2020",71,18
Egypt,EGY,"Apr 7, 2020",78,19
Egypt,EGY,"Apr 8, 2020",85,20
Egypt,EGY,"Apr 9, 2020",103,21
Egypt,EGY,"Apr 10, 2020",118,22
Egypt,EGY,"Apr 11, 2020",135,23
Egypt,EGY,"Apr 12, 2020",146,24
Egypt,EGY,"Apr 13, 2020",159,25
Egypt,EGY,"Apr 14, 2020",164,26
El Salvador,SLV,"Mar 19, 2020",0,
El Salvador,SLV,"Mar 20, 2020",0,
El Salvador,SLV,"Mar 21, 2020",0,
El Salvador,SLV,"Mar 22, 2020",0,
El Salvador,SLV,"Mar 23, 2020",0,
El Salvador,SLV,"Mar 24, 2020",0,
El Salvador,SLV,"Mar 25, 2020",0,
El Salvador,SLV,"Mar 26, 2020",0,
El Salvador,SLV,"Mar 27, 2020",0,
El Salvador,SLV,"Mar 28, 2020",0,
El Salvador,SLV,"Mar 29, 2020",0,
El Salvador,SLV,"Mar 30, 2020",0,
El Salvador,SLV,"Mar 31, 2020",0,
El Salvador,SLV,"Apr 1, 2020",1,
El Salvador,SLV,"Apr 2, 2020",2,
El Salvador,SLV,"Apr 3, 2020",2,
El Salvador,SLV,"Apr 4, 2020",3,
El Salvador,SLV,"Apr 5, 2020",3,
El Salvador,SLV,"Apr 6, 2020",3,
El Salvador,SLV,"Apr 7, 2020",4,
El Salvador,SLV,"Apr 8, 2020",4,
El Salvador,SLV,"Apr 9, 2020",5,0
El Salvador,SLV,"Apr 10, 2020",6,1
El Salvador,SLV,"Apr 11, 2020",6,2
El Salvador,SLV,"Apr 12, 2020",6,3
El Salvador,SLV,"Apr 13, 2020",6,4
El Salvador,SLV,"Apr 14, 2020",6,5
Equatorial Guinea,GNQ,"Mar 15, 2020",0,
Equatorial Guinea,GNQ,"Mar 16, 2020",0,
Equatorial Guinea,GNQ,"Mar 17, 2020",0,
Equatorial Guinea,GNQ,"Mar 18, 2020",0,
Equatorial Guinea,GNQ,"Mar 19, 2020",0,
Equatorial Guinea,GNQ,"Mar 20, 2020",0,
Equatorial Guinea,GNQ,"Mar 21, 2020",0,
Equatorial Guinea,GNQ,"Mar 22, 2020",0,
Equatorial Guinea,GNQ,"Mar 23, 2020",0,
Equatorial Guinea,GNQ,"Mar 24, 2020",0,
Equatorial Guinea,GNQ,"Mar 25, 2020",0,
Equatorial Guinea,GNQ,"Mar 26, 2020",0,
Equatorial Guinea,GNQ,"Mar 27, 2020",0,
Equatorial Guinea,GNQ,"Mar 28, 2020",0,
Equatorial Guinea,GNQ,"Mar 29, 2020",0,
Equatorial Guinea,GNQ,"Mar 30, 2020",0,
Equatorial Guinea,GNQ,"Mar 31, 2020",0,
Equatorial Guinea,GNQ,"Apr 1, 2020",0,
Equatorial Guinea,GNQ,"Apr 2, 2020",0,
Equatorial Guinea,GNQ,"Apr 3, 2020",0,
Equatorial Guinea,GNQ,"Apr 4, 2020",0,
Equatorial Guinea,GNQ,"Apr 5, 2020",0,
Equatorial Guinea,GNQ,"Apr 6, 2020",0,
Equatorial Guinea,GNQ,"Apr 7, 2020",0,
Equatorial Guinea,GNQ,"Apr 8, 2020",0,
Equatorial Guinea,GNQ,"Apr 9, 2020",0,
Equatorial Guinea,GNQ,"Apr 10, 2020",0,
Equatorial Guinea,GNQ,"Apr 11, 2020",0,
Equatorial Guinea,GNQ,"Apr 12, 2020",0,
Equatorial Guinea,GNQ,"Apr 13, 2020",0,
Equatorial Guinea,GNQ,"Apr 14, 2020",0,
Eritrea,ERI,"Mar 22, 2020",0,
Eritrea,ERI,"Mar 23, 2020",0,
Eritrea,ERI,"Mar 24, 2020",0,
Eritrea,ERI,"Mar 25, 2020",0,
Eritrea,ERI,"Mar 26, 2020",0,
Eritrea,ERI,"Mar 27, 2020",0,
Eritrea,ERI,"Mar 28, 2020",0,
Eritrea,ERI,"Mar 29, 2020",0,
Eritrea,ERI,"Mar 30, 2020",0,
Eritrea,ERI,"Mar 31, 2020",0,
Eritrea,ERI,"Apr 1, 2020",0,
Eritrea,ERI,"Apr 2, 2020",0,
Eritrea,ERI,"Apr 3, 2020",0,
Eritrea,ERI,"Apr 4, 2020",0,
Eritrea,ERI,"Apr 5, 2020",0,
Eritrea,ERI,"Apr 6, 2020",0,
Eritrea,ERI,"Apr 7, 2020",0,
Eritrea,ERI,"Apr 8, 2020",0,
Eritrea,ERI,"Apr 9, 2020",0,
Eritrea,ERI,"Apr 10, 2020",0,
Eritrea,ERI,"Apr 11, 2020",0,
Eritrea,ERI,"Apr 12, 2020",0,
Eritrea,ERI,"Apr 13, 2020",0,
Eritrea,ERI,"Apr 14, 2020",0,
Estonia,EST,"Dec 31, 2019",0,
Estonia,EST,"Jan 1, 2020",0,
Estonia,EST,"Jan 2, 2020",0,
Estonia,EST,"Jan 3, 2020",0,
Estonia,EST,"Jan 4, 2020",0,
Estonia,EST,"Jan 5, 2020",0,
Estonia,EST,"Jan 6, 2020",0,
Estonia,EST,"Jan 7, 2020",0,
Estonia,EST,"Jan 8, 2020",0,
Estonia,EST,"Jan 9, 2020",0,
Estonia,EST,"Jan 10, 2020",0,
Estonia,EST,"Jan 11, 2020",0,
Estonia,EST,"Jan 12, 2020",0,
Estonia,EST,"Jan 13, 2020",0,
Estonia,EST,"Jan 14, 2020",0,
Estonia,EST,"Jan 15, 2020",0,
Estonia,EST,"Jan 16, 2020",0,
Estonia,EST,"Jan 17, 2020",0,
Estonia,EST,"Jan 18, 2020",0,
Estonia,EST,"Jan 19, 2020",0,
Estonia,EST,"Jan 20, 2020",0,
Estonia,EST,"Jan 21, 2020",0,
Estonia,EST,"Jan 22, 2020",0,
Estonia,EST,"Jan 23, 2020",0,
Estonia,EST,"Jan 24, 2020",0,
Estonia,EST,"Jan 25, 2020",0,
Estonia,EST,"Jan 26, 2020",0,
Estonia,EST,"Jan 27, 2020",0,
Estonia,EST,"Jan 28, 2020",0,
Estonia,EST,"Jan 29, 2020",0,
Estonia,EST,"Jan 30, 2020",0,
Estonia,EST,"Jan 31, 2020",0,
Estonia,EST,"Feb 1, 2020",0,
Estonia,EST,"Feb 2, 2020",0,
Estonia,EST,"Feb 3, 2020",0,
Estonia,EST,"Feb 4, 2020",0,
Estonia,EST,"Feb 5, 2020",0,
Estonia,EST,"Feb 6, 2020",0,
Estonia,EST,"Feb 7, 2020",0,
Estonia,EST,"Feb 8, 2020",0,
Estonia,EST,"Feb 9, 2020",0,
Estonia,EST,"Feb 10, 2020",0,
Estonia,EST,"Feb 11, 2020",0,
Estonia,EST,"Feb 12, 2020",0,
Estonia,EST,"Feb 13, 2020",0,
Estonia,EST,"Feb 14, 2020",0,
Estonia,EST,"Feb 15, 2020",0,
Estonia,EST,"Feb 16, 2020",0,
Estonia,EST,"Feb 17, 2020",0,
Estonia,EST,"Feb 18, 2020",0,
Estonia,EST,"Feb 19, 2020",0,
Estonia,EST,"Feb 20, 2020",0,
Estonia,EST,"Feb 21, 2020",0,
Estonia,EST,"Feb 22, 2020",0,
Estonia,EST,"Feb 23, 2020",0,
Estonia,EST,"Feb 24, 2020",0,
Estonia,EST,"Feb 25, 2020",0,
Estonia,EST,"Feb 26, 2020",0,
Estonia,EST,"Feb 27, 2020",0,
Estonia,EST,"Feb 28, 2020",0,
Estonia,EST,"Feb 29, 2020",0,
Estonia,EST,"Mar 1, 2020",0,
Estonia,EST,"Mar 2, 2020",0,
Estonia,EST,"Mar 4, 2020",0,
Estonia,EST,"Mar 6, 2020",0,
Estonia,EST,"Mar 7, 2020",0,
Estonia,EST,"Mar 11, 2020",0,
Estonia,EST,"Mar 12, 2020",0,
Estonia,EST,"Mar 13, 2020",0,
Estonia,EST,"Mar 14, 2020",0,
Estonia,EST,"Mar 15, 2020",0,
Estonia,EST,"Mar 16, 2020",0,
Estonia,EST,"Mar 17, 2020",0,
Estonia,EST,"Mar 18, 2020",0,
Estonia,EST,"Mar 19, 2020",0,
Estonia,EST,"Mar 20, 2020",0,
Estonia,EST,"Mar 21, 2020",0,
Estonia,EST,"Mar 22, 2020",0,
Estonia,EST,"Mar 23, 2020",0,
Estonia,EST,"Mar 24, 2020",0,
Estonia,EST,"Mar 25, 2020",0,
Estonia,EST,"Mar 26, 2020",1,
Estonia,EST,"Mar 27, 2020",1,
Estonia,EST,"Mar 28, 2020",1,
Estonia,EST,"Mar 29, 2020",1,
Estonia,EST,"Mar 30, 2020",3,
Estonia,EST,"Mar 31, 2020",3,
Estonia,EST,"Apr 1, 2020",4,
Estonia,EST,"Apr 2, 2020",5,0
Estonia,EST,"Apr 3, 2020",11,1
Estonia,EST,"Apr 4, 2020",12,2
Estonia,EST,"Apr 5, 2020",13,3
Estonia,EST,"Apr 6, 2020",15,4
